456723c698694873
80f0ecc2bbd37225 77098.700000
9c7dbed8f5173465 73569.800000
962cfdb52092f936 79658.700000
84a4e62473f33aba 76811.300000
d7c4d0fcee1eb334 73388.600000
5d20a64f937a848b 82587.400000
1c138c12a40e908c 76351.100000
8ffd036f9abbb37d 77632.400000
384f70f5fc66cc6b 78998.700000
16bba1e17660c8ea 78342.700000
9020a3a442444e85 77276.300000
6457616e2fe5dfcd 72933.800000
6c6e9b545168dc4f 79037.500000
690412a6ec058681 78148.600000
21684378b4da0f41 75136.300000
43151c1d76d2d916 79172.500000
4a84fae6b49a2313 75072.300000
5dcc523b01c14a20 73723.800000
e6a8c6a2b7032a2a 79707.400000
4faac9148d22b1e8 77238.700000
662ea1c16a1e63c1 76143.600000
5725ec72595bbb1c 72546.200000
2547ee4f7e35c0bc 79078.800000
ae5343c1895217ba 75835.100000
2eaeca8f07411b3d 77051.500000
ba23fd3b7e5ee21d 74984.000000
78bd161e3d9db83c 75628.800000
3b726245340a33ff 70506.400000
9bfff35cd694c1e6 76805.000000
8325f277773b798d 78806.200000
0fac843606a8ac04 77950.100000
db1231f46c6cb1dd 77397.700000
07525db64f146088 73613.800000
1a94f118c3c7a632 77091.300000
3ee29c987ce97560 75056.500000
e22510543dbbab0f 75851.100000
6ba2a08d56c7ae42 75761.300000
d20f1581ac7b7748 79643.600000
19b6488451728088 77121.200000
d2b5e705fe12c501 75787.400000
af5726bc515e6b00 73737.500000
48a9509557a4634a 75315.200000
574770baf5192c78 75548.700000
ea937e73f760a911 76247.600000
69555aac3ad7d2ad 73952.600000
1c81c6ffa875a856 75537.700000
4b4bd60c23369a3a 75291.100000
45b96fe3ffcb1bef 79454.800000
5e16a021cefccb60 73866.300000
bc55b73fdb41b8ea 76420.200000
21bda9b51b75301b 77958.900000
4839f0690560548f 73989.800000
e2fb13be46780c08 74737.600000
d63511f25bb74538 74495.000000
6acee73c374c4516 80411.100000
efeb0641bb789fc1 72537.800000
e7765bfbaa38e6fe 76667.400000
74c5ebc22fdf89c5 74719.800000
c65aca615962eacb 77318.700000
763a37145d0b09d2 76588.700000
bef8ee82f7bc497d 72309.900000
6c04fe3ce9d7c916 74486.500000
33815e2e813bbb08 76619.900000
2ca577f6462895eb 74169.700000
a1c6972e42520361 76862.400000
